iso2c,country,year,status,lastupdated,agrid_land_km,agrid_land_per,arable_per,rural_below_5,rural_below_5_per,urban_below_5,urban_below_5_per,land_below_5_per,forest_km,forest_per,irrigated_land_per,avg_precip_mm,cereal_yield,pop_growth,pop_tot,urban_pop_growth,urban_pop,urban_pop_per,for_invest_per,ease_business,cpia_public_sec,school_enroll,school_complete,mort_rate,health_workers,underweight_5_per,pov_headcount,elec_access_per,coal_power_per,hydro_power_per,gas_power_per,nuke_power_per,oil_power_per,renew_power_per,renew_non_hydro,renew_non_hydro_per,renew_consum_per,energy_use_oil_eqiv,elec_consum_kw,energy_use_oil_percap,co2_intensity,co2_gaseous_kt,co2_gaseous_per,co2_emissions,co2_emissions_met,co2_liquid_kt,co2_liquid_per,co2_emmision_mt,co2_emission_ppp,co2_emission_2017,co2_solid_kt,co2_solid_per,other_greenhouse_mt,other_greenhouse_per,total_greenhouse_mt,total_greenhouse_per,hfc_emissions_mt,methane_mt,methane_per,no_emission_mt,no_emission_per,pfc_emission_mt,sf6_emission_mt,disaster_risk_score,ghg_emission_mt,dro_flood_extemp_per,rural_pop_below_5,urban_pop_below_5,pop_below_5_per,pop_agglo_mil_per,water_withdrawals_cub,water_withdrawals_per,terr_protect_per,marine_protect_per,terr_mari_protect_per,agri_forest_fish_gdp_per,iso3c,region,capital,longitude,latitude,income,lending
ZT,IDA & IBRD total,2014,,4/8/2022,35957036.7,37.46429147,11.06401246,NA,NA,NA,NA,NA,30830306.88,32.12265828,NA,NA,3400.914976,1.313980875,6105863361,2.465830383,2946542595,48.27192289,2.375273518,NA,3.061842105,0.993110001,87.85507965,47.80463311,NA,NA,NA,83.13030431,49.2001438,19.96713963,17.95941289,4.059779954,3.831746387,24.07945892,4.87E+11,3.788827729,22.04226788,138.8154262,1960.437215,1347.444862,2.645922668,3383577.51,15.86299771,0.778816667,20703760.95,5209972.122,25.16941662,3.390799912,0.360173842,0.364641054,11458418.99,53.15665049,-514042.6058,NA,29874230,NA,NA,6455750,NA,2226400,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2560666,NA,NA,NA,NA,NA,8.808037617,IBT,Aggregates,,,,Aggregates,Aggregates
ZW,Zimbabwe,2014,,4/8/2022,162000,41.87669639,10.33992504,NA,NA,NA,NA,NA,177210,45.80845289,NA,NA,824.4,1.754741003,13586710,1.294325868,4416224,32.504,2.425172602,NA,2.7,NA,97.80699921,62.7,NA,11.2,NA,32.3,43.85597447,54.16916018,0,0,0.538599641,55.60542589,144000000,1.436265709,80.77500153,NA,609.124652,NA,NA,0,0,0.619454983,12150,3729.339,30.69414815,0.894256225,0.342304805,0.241436565,7737.37,63.68205761,1933.483643,NA,29350,NA,NA,10820,NA,5840,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0008972,NA,NA,NA,NA,NA,8.745304229,ZWE,Sub-Saharan Africa,Harare,31.0672,-17.8312,Lower middle income,Blend
1A,Arab World,2015,,4/8/2022,4785772.571,36.5832194,4.458580926,NA,NA,NA,NA,NA,380038.2,2.905073453,NA,NA,2057.438839,2.095506434,396028301,2.695667885,229821029,58.03146615,1.042361208,NA,2.62,0.944939971,84.90283966,38.62730663,NA,NA,NA,87.93547895,1.519196492,2.438455516,64.07142183,NA,20.50981845,2.920701686,5117000000,0.45425866,4.080759506,NA,NA,NA,NA,797209.1126,42.23137569,0.74662912,1828844.257,987893.467,54.08552137,4.617963545,0.325943516,0.327165953,NA,1.476280739,92241.34363,NA,2438650,NA,NA,408120,NA,114330,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.78199462,NA,NA,NA,NA,NA,5.464032551,ARB,Aggregates,,,,Aggregates,Aggregates
1W,World,2015,,4/8/2022,47681467.6,36.71498528,10.70672438,NA,NA,NA,NA,NA,39991324.6,30.74426441,NA,NA,3920.34758,1.18196469,7347679005,2.048361346,3960624201,53.91644985,3.557014619,NA,3.056578947,0.995039999,88.7156601,42.6,NA,14.09723282,10.1,86.57933349,39.16759493,15.89844456,22.78881823,8.117981958,3.279625776,22.85445608,1.64E+12,6.765608919,17.63725619,NA,NA,NA,2.263611904,6887191.687,20.61821208,0.439085235,32943427.78,10475563.03,31.50580968,4.483514829,0.296140335,0.289618427,14867564.51,44.53543342,-638109.5963,NA,44423270,NA,NA,8021410,NA,2904970,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.28297229,NA,NA,NA,NA,NA,4.207590149,WLD,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),2015,,4/8/2022,7807814.999,48.94056706,12.19252277,NA,NA,NA,NA,NA,4831394.209,30.28391071,NA,NA,5325.471832,0.770196216,2046830024,2.722902926,1078616333,52.69691769,2.308008867,NA,3.133333333,1.002079964,91.13127899,17.87619197,NA,NA,NA,96.81999066,66.08821464,18.3951231,7.119037849,NA,0.597312164,23.39501634,3.19E+11,4.761400985,14.8946426,NA,NA,NA,NA,668680.4151,5.921104705,0.845621118,11228610.12,1877494.16,16.72062829,5.485853728,0.467741657,0.474877061,7753087.515,68.88258099,-368606.8509,NA,14211920,NA,NA,1935910,NA,746500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.082102511,EAP,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),2015,,4/8/2022,6335012,27.9982562,10.59899272,NA,NA,NA,NA,NA,8903505.107,39.3499834,NA,NA,2805.213136,0.623954746,410073645,0.881148669,271385984,66.46966825,1.859165437,NA,3.2,0.989109993,98.76274109,13.79701662,NA,NA,NA,98.3534816,23.22646954,17.67731766,40.52224635,0,0.877134445,19.32218488,32536000000,1.644867222,6.307842106,NA,NA,NA,2.711203037,1286406.244,45.74524135,0.907327915,2807994.237,654306.477,23.28032539,6.847536465,0.353614435,0.338552764,946687.8668,33.327227,-178664.9141,NA,4308420,NA,NA,1277440,NA,185210,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.92463701,NA,NA,NA,NA,NA,6.163104006,ECA,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,2015,,4/8/2022,2703427.4,56.66659819,43.14428728,NA,NA,NA,NA,NA,886592.9,18.58389229,NA,NA,3011.213684,1.260977148,1749417067,2.515787814,572716485,32.73756129,1.841821517,NA,3.128571429,1.033360004,92.46260071,48.8,NA,30.92984009,NA,84.58633686,66.10117862,11.49449856,9.104785196,NA,4.812378716,16.86779926,75569000000,4.770399654,36.88069575,NA,NA,NA,NA,231508.3621,9.226910783,0.897197663,2422620,714580.956,29.49620477,1.384815574,0.26926544,0.268693139,1529134.963,63.05504751,-242665.3849,NA,3787030,NA,NA,989370,NA,350210,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.96845363,NA,NA,NA,NA,NA,16.70887243,SAS,Aggregates,,,,Aggregates,Aggregates
AD,Andorra,2015,,4/8/2022,188.1,40.0212766,1.723404255,NA,NA,NA,NA,NA,160,34.04255319,NA,NA,NA,-1.552134769,77993,-1.660947798,68903,88.345,NA,NA,NA,NA,NA,3.3,NA,NA,NA,100,NA,NA,NA,NA,NA,86.1167002,NA,NA,19.27770042,NA,NA,NA,NA,0,0,0.16846662,470,465.709,99.08702128,6.026181837,NA,NA,0,0,NA,NA,580,NA,NA,50,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AE,United Arab Emirates,2015,,4/8/2022,3828,5.390030977,0.620951845,NA,NA,NA,NA,NA,3173,4.467755562,21.63009404,NA,32028.7,0.527292388,9262896,0.876904733,7935894,85.674,2.387619324,NA,NA,NA,103.5202026,7.6,NA,NA,NA,100,0,0,98.52550916,NA,1.242089726,0.232401112,296000000,0.232401112,0.126399994,NA,NA,NA,NA,134267.205,69.19563234,0.541806773,194040,42020.153,21.65540765,20.94809226,0.322765569,0.320957896,6501.591,3.350644712,-12963.21484,NA,252850,NA,NA,49540,NA,6770,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.66789134,NA,NA,NA,NA,NA,0.740999247,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AF,Afghanistan,2015,,4/8/2022,379100,58.06757957,11.89382103,NA,NA,NA,NA,NA,12084.4,1.850994088,5.710894223,NA,2133.7,3.077053629,34413603,3.951725628,8535606,24.803,0.88400092,NA,2.5,0.642329991,NA,70.4,NA,NA,NA,71.5,NA,NA,NA,NA,NA,86.05011125,NA,NA,20.2737999,NA,NA,NA,NA,282.359,3.533904881,0.401364107,7990,4741.431,59.34206508,0.232175631,0.111232233,0.112256181,3975.028,49.75003755,-691.2025146,NA,93730,NA,NA,76590,NA,8590,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8199743,NA,NA,NA,NA,NA,20.63432272,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AG,Antigua and Barbuda,2015,,4/8/2022,90,20.45454545,9.090909091,NA,NA,NA,NA,NA,84.5,19.20454545,NA,NA,1581.1,1.084181616,93571,0.389763851,23393,25,8.530357747,NA,NA,0.990040004,92.55548096,7.8,NA,NA,NA,100,NA,NA,NA,NA,NA,0,NA,NA,0.482199997,NA,NA,NA,NA,0,0,0.366576431,490,546.383,111.5067347,5.236665206,0.276906574,0.281623726,0,0,447.7774418,NA,1100,NA,NA,200,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.612326721,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AL,Albania,2015,,4/8/2022,11743,42.85766423,22.44890511,NA,NA,NA,NA,NA,7891.875,28.8024635,13.45482415,NA,4873.8,-0.291205787,2880703,1.484764333,1654503,57.434,8.69053622,NA,NA,0.982420027,98.86158752,9.6,NA,NA,0.2,99.98,0,100,0,NA,0,100,0,0,38.62559891,NA,NA,NA,NA,62.339,1.229566075,0.445250586,5070,3340.637,65.89027613,1.759987059,0.150956456,0.148166335,227.354,4.484299803,403.3905323,NA,9850,NA,NA,3250,NA,1210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.78021442,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AM,Armenia,2015,,4/8/2022,16767,58.89357218,15.69020021,NA,NA,NA,NA,NA,3295.2,11.57428872,9.22645673,NA,3132.1,0.450705992,2925559,0.407909537,1845589,63.085,1.744736992,NA,NA,1.037989974,94.59063721,14.1,NA,NA,1.3,100,0,28.28567765,35.91486088,NA,0,28.33696628,4000000,0.051288627,10.7468996,NA,NA,NA,NA,3773.343,70.66185393,0.506001055,5340,821.408,15.38217228,1.825292192,0.183084609,0.161225914,3.667,0.068670412,1148.570404,NA,9260,NA,NA,2560,NA,1090,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.61744644,NA,NA,NA,NA,NA,17.22312003,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
AO,Angola,2015,,4/8/2022,552873.1,44.34692388,3.930376193,NA,NA,NA,NA,NA,693826.9,55.65307612,NA,NA,982.5,3.438869368,27884380,4.572209332,17691524,63.446,8.630605234,NA,NA,NA,NA,88.1,NA,19,NA,42,0,53.17492831,0,NA,46.82507169,53.17492831,0,0,47.81560135,NA,NA,NA,NA,1441.131,4.098779863,0.302598294,35160,17080.886,48.58044937,1.260920989,0.171844496,0.15690101,0,0,5850.063721,NA,90620,NA,NA,37180,NA,17950,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.18688241,NA,NA,NA,NA,NA,9.122534471,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
AR,Argentina,2015,,4/8/2022,1487000,54.33571212,14.323873,NA,NA,NA,NA,NA,290970,10.63218706,NA,NA,4779.3,1.078001344,43131966,1.215797063,39467043,91.503,1.977134618,NA,NA,1.028380036,102.9737396,11.5,NA,NA,NA,99.81168365,2.029567389,26.24157509,49.48226026,NA,15.42319446,28.14006912,2752000000,1.898494036,9.393199921,NA,NA,NA,NA,98359.941,52.85611317,0.312888144,186090,91623.662,49.23620936,4.314433522,0.214592928,0.180264643,4008.031,2.153813209,4650.769531,NA,362560,NA,NA,114090,NA,43430,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.39671649,NA,NA,NA,NA,NA,5.156685902,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AS,American Samoa,2015,,4/8/2022,49,24.5,15,NA,NA,NA,NA,NA,172.8,86.4,NA,NA,NA,0.026882443,55806,-0.030806198,48684,87.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.885478158,NA,NA,1.458699942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AT,Austria,2015,,4/8/2022,27184.5,32.94292293,16.31240911,NA,NA,NA,NA,NA,38811.9,47.03332525,NA,NA,6198.1,1.120992502,8642699,1.44900148,4988134,57.715,-2.088896441,NA,NA,0.972829998,100.3737869,3.7,NA,NA,0.7,100,8.226608163,59.99708563,12.60139566,0,1.394038502,76.49077927,10187000000,16.49369364,34.87720108,71.87482656,NA,3800.29942,1.922676205,15749.765,24.94024545,0.165393124,63150,30905.476,48.93978781,7.306745266,0.146527882,0.138192019,12266.115,19.42377672,-7723.857422,NA,75480,NA,NA,6880,NA,3680,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.23158518,NA,NA,NA,NA,NA,1.129790194,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AU,Australia,2015,,4/8/2022,3481190,45.31442407,4.04705622,NA,NA,NA,NA,NA,1330945,17.3248246,0.617346367,NA,2027.4,1.439216653,23815995,1.554800599,20410546,85.701,3.472167543,NA,NA,0.925260007,NA,3.9,NA,NA,NA,100,62.8716168,5.296183545,20.79547797,0,2.695064136,13.63784109,21044000000,8.34165755,9.315500259,115.2805911,NA,5483.816402,2.878734123,73809.376,19.63171955,0.278147276,375970,117178.985,31.16711041,15.7864494,0.341338847,0.331862171,169199.047,45.00333723,-29898.16016,NA,594580,NA,NA,133430,NA,71960,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.31729516,NA,NA,NA,NA,NA,2.376098674,AUS,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
AW,Aruba,2015,,4/8/2022,20,11.11111111,11.11111111,NA,NA,NA,NA,NA,4.2,2.333333333,NA,NA,NA,0.541048337,104339,0.696089554,44978,43.108,-0.971204144,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,14.85616144,NA,NA,6.728000164,NA,NA,NA,NA,0,NA,NA,NA,898.415,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ABW,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
AZ,Azerbaijan,2015,,4/8/2022,47698,57.7017529,23.44095907,NA,NA,NA,NA,NA,10778.8697,13.03953365,30.00125791,NA,3083.6,1.191209858,9649341,1.726309145,5279540,54.714,7.626336333,NA,NA,NA,103.2802124,26.3,NA,NA,NA,100,0,6.630751782,86.08230719,NA,6.509235256,7.039857421,101000000,0.409105638,2.312200069,NA,NA,NA,NA,21950.662,68.23332919,0.606130599,32170,11609.722,36.08866024,3.333906429,0.223176925,0.224466006,11.001,0.034196456,-1162.831177,NA,82030,NA,NA,45430,NA,4010,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.86498114,NA,NA,NA,NA,NA,6.177454947,AZE,Europe & Central Asia,Baku,49.8932,40.3834,Upper middle income,IBRD
B8,Central Europe and the Baltics,2015,,4/8/2022,519245.9,46.93262058,32.93971987,NA,NA,NA,NA,NA,379743.7,34.32355844,NA,NA,4255.412411,-0.230243283,103257886,-0.186829794,64165146,62.14067246,1.73763074,NA,NA,0.99217999,97.94967651,5.769004721,NA,NA,NA,100,50.34462137,9.133111617,7.101308357,13.65341674,0.854239359,20.25285141,51691000000,11.11973979,17.1201389,NA,NA,NA,2.626615194,113240.627,17.54689274,0.499535783,645360,166129.768,25.74218545,6.249982689,0.239095922,0.227407082,344521.984,53.3844651,-28133.92456,NA,837450,NA,NA,116430,NA,55590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.870670546,CEB,Aggregates,,,,Aggregates,Aggregates
BA,Bosnia and Herzegovina,2015,,4/8/2022,21760,42.5,19.9609375,NA,NA,NA,NA,NA,21605,42.19726563,NA,NA,3812.1,-1.526304511,3429362,-0.817857327,1617733,47.173,2.361861222,NA,NA,NA,101.4054565,6.3,NA,NA,NA,99.7,63.97722183,35.51730757,0.191950861,NA,0.313519739,35.51730757,0,0,25.27540016,NA,NA,NA,NA,407.037,2.075660377,1.209632015,19610,4257.387,21.71028557,5.718264797,0.476095188,0.452728638,13501.894,68.85208567,-5645.154175,NA,24640,NA,NA,3480,NA,1350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.238165231,BIH,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
BB,Barbados,2015,,4/8/2022,110,25.58139535,18.60465116,NA,NA,NA,NA,NA,63,14.65116279,NA,NA,2755.2,0.176093438,285327,-0.076236606,89162,31.249,14.60288321,NA,NA,1.013700008,NA,14,NA,NA,NA,100,NA,NA,NA,NA,NA,0,NA,NA,3.178299904,NA,NA,NA,NA,33.003,2.558372093,0.27359491,1290,1140.437,88.40596899,4.52112839,0.291485213,0.293908682,0,0,-122.9513931,NA,3770,NA,NA,2330,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BD,Bangladesh,2015,,4/8/2022,91622.4,70.38672505,59.40109088,NA,NA,NA,NA,NA,18834,14.46877161,59.46144174,NA,4560.4,1.119091033,156256287,3.39798061,53608407,34.308,1.451287647,NA,2.9,NA,NA,38.1,NA,NA,NA,74.44007874,1.689515514,0.959143211,80.70359763,NA,16.37999695,1.226889902,158000000,0.267746691,34.21630096,NA,NA,NA,NA,48782.101,68.04589343,0.367492749,71690,14701.003,20.50635096,0.458797539,0.129038633,0.123995621,8613.783,12.01532013,2224.116211,NA,182600,NA,NA,80900,NA,28210,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.16476254,NA,NA,NA,NA,NA,14.78299644,BGD,South Asia,Dhaka,90.4113,23.7055,Lower middle income,IDA
BE,Belgium,2015,,4/8/2022,13280,43.85733157,27.39431968,NA,NA,NA,NA,NA,6893,22.76420079,NA,NA,9842.2,0.579446242,11274196,0.623385919,11034732,97.876,-4.22249473,NA,NA,1.080549955,NA,4.1,NA,NA,0.1,100,6.108011733,0.457238166,32.80611951,37.53235176,0.300511877,20.80002301,14148000000,20.34278484,9.376099586,94.78625989,NA,4687.787049,1.801289398,31990.908,33.60389496,0.205993868,95200,52683.789,55.3401145,8.444061111,0.182768307,0.170737485,11481.377,12.06026996,4896.526367,NA,111520,NA,NA,8540,NA,4790,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.78338216,NA,NA,NA,NA,NA,0.68641478,BEL,Europe & Central Asia,Brussels,4.36761,50.8371,High income,Not classified
BF,Burkina Faso,2015,,4/8/2022,121000,44.2251462,21.92982456,NA,NA,NA,NA,NA,64664,23.63450292,NA,NA,1168.9,2.939350568,18110616,5.128048982,4985853,27.53,1.959927164,NA,3.5,0.960349977,62.02980042,100.9,NA,22.8,NA,16.07070351,NA,NA,NA,NA,NA,9.354038684,NA,NA,72.71399689,NA,NA,NA,NA,0,0,0.287352454,3400,3197.624,94.04776471,0.187735194,0.109561125,0.097507955,0,0,1959.54155,NA,28240,NA,NA,14690,NA,9310,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1496033,NA,NA,NA,NA,NA,22.63307521,BFA,Sub-Saharan Africa,Ouagadougou,-1.53395,12.3605,Low income,IDA
BG,Bulgaria,2015,,4/8/2022,50119,46.16709654,32.32958732,NA,NA,NA,NA,NA,38330,35.30766396,NA,NA,4669.6,-0.638069468,7177991,-0.178845947,5310996,73.99,4.374365216,NA,NA,0.975459993,96.19129181,8.2,NA,NA,3.4,100,46.20655697,11.61421361,3.824217307,NA,0.373394608,17.988593,3107000000,6.374379385,17.81990051,NA,NA,NA,NA,5944.207,13.30097785,0.882374263,44690,11829.742,26.47066905,6.225976043,0.338516779,0.311482195,25907.355,57.97125755,-8189.005981,NA,57310,NA,NA,7380,NA,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.49432397,NA,NA,NA,NA,NA,4.060689675,BGR,Europe & Central Asia,Sofia,23.3238,42.7105,Upper middle income,IBRD
BH,Bahrain,2015,,4/8/2022,86,11.05398458,2.05655527,NA,NA,NA,NA,NA,6,0.771208226,NA,NA,NA,2.642766637,1371853,2.737183233,1220935,88.999,0.20899286,NA,NA,1.002130032,98.74027252,7.6,NA,NA,NA,100,0,0,99.96840331,NA,0.031596686,0,0,0,0,NA,NA,NA,NA,28261.569,92.35806863,0.985486988,30600,3982.362,13.0142549,22.30559688,0.489417738,0.463630357,0,0,9078.718903,NA,46950,NA,NA,13930,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31623018,BHR,Middle East & North Africa,Manama,50.5354,26.1921,High income,Not classified
BI,Burundi,2015,,4/8/2022,20330,79.16666667,46.72897196,NA,NA,NA,NA,NA,2796.4,10.8894081,NA,NA,1203,3.156907954,10160034,5.689111107,1227129,12.078,1.598471459,NA,2.5,1.004040003,64.53968048,67.6,NA,NA,NA,8.403089523,NA,NA,NA,NA,NA,82.70938513,NA,NA,91.16819763,NA,NA,NA,NA,0,0,0.132070831,410,348.365,84.96707317,0.040354196,0.047946755,0.048901986,7.334,1.788780488,-343.7416954,NA,4350,NA,NA,1690,NA,1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.68083011,BDI,Sub-Saharan Africa,Bujumbura,29.3639,-3.3784,Low income,IDA
BJ,Benin,2015,,4/8/2022,39500,35.03015254,23.94466123,NA,NA,NA,NA,NA,33851.5,30.02084072,NA,NA,1336.7,2.771837886,10575962,3.936264016,4832686,45.695,1.315011826,NA,3.3,0.859269977,81.14032745,97.6,NA,NA,49.6,29.62,0,4.093567251,0,NA,94.44444444,5.555555556,5000000,1.461988304,49.94319916,NA,NA,NA,NA,0,0,0.525984836,5990,5060.46,84.48180301,0.566378737,0.196194063,0.192255418,110.01,1.836560935,436.9074707,NA,14430,NA,NA,5220,NA,2470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.39208509,BEN,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
BM,Bermuda,2015,,4/8/2022,3,5.555555556,5.555555556,NA,NA,NA,NA,NA,10,18.51851852,NA,NA,NA,0.151869636,65237,0.151869636,65237,100,-2.150326914,NA,NA,1.048499942,91.57302856,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,0,NA,NA,0.486900002,NA,NA,NA,NA,0,NA,NA,NA,557.384,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227889497,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
BN,Brunei Darussalam,2015,,4/8/2022,144,2.732447818,0.948766603,NA,NA,NA,NA,NA,3800,72.10626186,NA,NA,2146,1.24557202,414914,1.678335357,318086,76.663,1.324701748,NA,NA,1.010339975,102.1722794,10.6,NA,NA,NA,100,0,0,98.95238095,NA,1,0.047619048,2000000,0.047619048,0.0149,NA,NA,NA,NA,4895.445,81.86362876,0.462476207,5980,1646.483,27.53316054,14.41262527,0.23045221,0.228237524,0,0,-1159.619934,NA,15880,NA,NA,9480,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.102486219,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
BO,Bolivia,2015,,4/8/2022,376610,34.76506969,4.076433121,NA,NA,NA,NA,NA,520272.2,48.0266039,NA,NA,2280.2,1.512942433,10869732,2.020123589,7434136,68.393,1.68072788,NA,3.1,0.982349992,88.83914185,31.3,NA,NA,6.3,91.522822,0,28.88133208,66.34615385,NA,2.251407129,31.40243902,215000000,2.521106942,8.198599815,NA,NA,NA,NA,7869.382,38.55650171,0.618481133,20410,10124.587,49.60601176,1.877691189,0.263207819,0.235169627,0,0,1614.367065,NA,53400,NA,NA,24160,NA,8550,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.60175541,NA,NA,NA,NA,NA,10.2394941,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BR,Brazil,2015,,4/8/2022,2354382,28.16873132,6.522743098,NA,NA,NA,NA,NA,5038848,60.28671451,NA,NA,5000.4,0.838838953,204471759,1.163488208,175375428,85.77,3.592149731,NA,NA,1.015329957,NA,15.9,NA,NA,3.4,99.710902,4.722411339,61.8484936,13.66624717,NA,5.044253265,73.96690805,70487000000,12.11841445,43.74060059,NA,NA,NA,NA,77241.688,16.09302415,0.266322368,479970,317125.827,66.07201013,2.347365731,0.159206975,0.155824369,74469.436,15.51543555,-4786.492188,NA,1082700,NA,NA,422280,NA,172220,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.16329238,NA,NA,NA,NA,NA,4.319149429,BRA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
BS,"Bahamas, The",2015,,4/8/2022,140,1.398601399,0.799200799,NA,NA,NA,NA,NA,5098.6,50.93506494,NA,NA,8352.5,0.959964409,374200,1.054514142,309636,82.746,0.639798873,NA,NA,NA,NA,14,NA,NA,NA,100,NA,NA,NA,NA,NA,0,NA,NA,1.540599942,NA,NA,NA,NA,0,0,0.202377293,2370,2009.516,84.78970464,6.333511491,0.186623253,0.17581564,3.667,0.154725738,-1908.530528,NA,2740,NA,NA,230,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811565438,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BT,Bhutan,2015,,4/8/2022,5256,13.78912296,2.628748328,NA,NA,NA,NA,NA,27151.8,71.23278327,NA,NA,3476.5,1.220800019,727885,3.204997678,281531,38.678,0.321968437,NA,3.8,1.035249949,96.58896637,33.1,0.19,NA,NA,95.44389343,NA,NA,NA,NA,NA,99.99354643,NA,NA,86.68099976,NA,NA,NA,NA,0,0,0.47913798,960,458.375,47.74739583,1.31888966,0.138820982,0.130763448,212.686,22.15479167,-594.8529663,NA,2040,NA,NA,870,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.43686801,BTN,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
